fips,state,county,latitude,longitude,total_population,area_per_square_mile,population_density_per_square_mile
01117,Alabama,Shelby,33.2642846545185,-86.6606694053854,205951,785.368628000888,262.234818984604
01119,Alabama,Sumter,32.5910611286449,-88.1988513022031,13285,903.88905237172,14.6976002919179
01121,Alabama,Talladega,33.3800873463698,-86.1658909132268,81057,736.776876239566,110.015667719794
01123,Alabama,Tallapoosa,32.8623836489401,-85.797502995923,40958,716.5202923396,57.1623727030297
01125,Alabama,Tuscaloosa,33.2895782353836,-87.5251153607843,202471,1321.6766249713,153.192540576555
01127,Alabama,Walker,33.8033167310492,-87.2973326927355,65593,791.193290571814,82.9038880658283
01129,Alabama,Washington,31.4076346187676,-88.2078622066998,16909,1080.20616620815,15.6534933135549
01131,Alabama,Wilcox,31.9893103033129,-87.3081999788081,11119,888.49790502541,12.5143795355173
01133,Alabama,Winston,34.1492042514065,-87.3736692212495,24013,612.978980002044,39.1742633653114
02013,Alaska,Aleutians East,55.6854323952105,-161.244412102279,3299,6981.95644854863,0.472503663451779
02016,Alaska,Aleutians West,53.6677503270307,-166.890422684322,5714,4390.25772147084,1.3015181254748
02020,Alaska,Anchorage,61.1507763911176,-149.104986017966,299321,1706.60633628737,175.389598430272
02050,Alaska,Bethel,60.9473108280693,-159.522360924498,17885,40570.1055514443,0.440841840485754
02060,Alaska,Bristol Bay,58.7419514278416,-156.702879381781,942,503.849891025826,1.86960445318766
02068,Alaska,Denali,63.6731969016245,-150.009454521272,2125,12747.5903395311,0.166698171450508
02070,Alaska,Dillingham,59.8088028448766,-158.190823423849,4980,18568.7278223633,0.26819284808528
02090,Alaska,Fairbanks North Star,64.8079232045954,-146.56367930232,100150,7343.29563384358,13.6382906250473
02100,Alaska,Haines,59.1146921843878,-135.70052151013,2528,2320.20143816981,1.08956056935906
02105,Alaska,Hoonah-Angoon,58.7465511176809,-136.560458947626,2107,6550.74775691464,0.321642670147993
02110,Alaska,Juneau,58.4697877159414,-134.157652909342,32524,2702.00485842576,12.0369879789739
02122,Alaska,Kenai Peninsula,60.1872284227239,-150.295188410751,57637,16075.0748340725,3.58548875168117
02130,Alaska,Ketchikan Gateway,55.5964541404708,-130.917688078038,13715,4858.40342696036,2.82294383457175
02150,Alaska,Kodiak Island,57.4309745978619,-153.537285817375,13918,6550.34782860202,2.12477266309847
02158,Alaska,Kusilvak,62.1545387140138,-163.378639937148,7993,17081.3547731236,0.467937122445139
02164,Alaska,Lake and Peninsula,58.6491353432364,-156.178780135003,1411,23450.2343142338,0.0601699744698735
02170,Alaska,Matanuska-Susitna,62.3157398611395,-149.570678874769,98679,24607.9293472012,4.01004889959274
02180,Alaska,Nome,65.0393296380602,-163.510517350166,9879,22962.9421290984,0.430214906454928
02185,Alaska,North Slope,69.311848133667,-153.479480564389,9681,88838.9973184295,0.108972414054832
02188,Alaska,Northwest Arctic,67.0530024776582,-159.72100842696,7723,35635.3443130317,0.216723035763562
02195,Alaska,Petersburg,57.2747529294592,-132.864056420767,3196,2917.58235528883,1.09542751868048
02198,Alaska,Prince of Wales-Hyder,55.497027715705,-132.84246368439,6374,5262.03598865479,1.21131820720015
02220,Alaska,Sitka,56.9475823079395,-135.05252187823,8921,2870.38173675555,3.10794898314939
02230,Alaska,Skagway,59.5617060226449,-135.337467526098,1014,452.319575630008,2.24177783724629
02240,Alaska,Southeast Fairbanks,63.8769139087506,-143.20681038243,6970,24767.5989814128,0.281416055114213
02261,Alaska,Valdez-Cordova,61.6257043341982,-144.306389508087,9522,34238.2671744319,0.278109869038896
02275,Alaska,Wrangell,56.328842650674,-131.938190184275,2401,2541.48960986865,0.94472154860554
02282,Alaska,Yakutat,59.8884832570637,-140.35023919142,646,7649.45129658049,0.0844505017358277
02290,Alaska,Yukon-Koyukuk,65.5087334295411,-151.391542540025,5600,145492.910696821,0.0384898478776695
04001,Arizona,Apache,35.3955303898734,-109.488833225248,72346,11197.4595094322,6.46092981529062
04003,Arizona,Cochise,31.879613428879,-109.751176250007,128177,6164.57234502477,20.7925210097417
04005,Arizona,Coconino,35.8387457190252,-111.770511343045,138064,18618.656268515,7.41535790815756
04007,Arizona,Gila,33.7997525056345,-110.811716270363,53179,4757.99089642692,11.1767763237915
04009,Arizona,Graham,32.9327047295035,-109.887408510498,37529,4622.70276760444,8.11841078405483
04011,Arizona,Greenlee,33.2152267537358,-109.240143515106,9224,1841.97723340949,5.00766232757743
04012,Arizona,La Paz,33.7292868666155,-113.981306519609,20304,4499.62520333543,4.51237582742431
04013,Arizona,Maricopa,33.3488125404232,-112.491306412054,4088549,9199.18765746298,444.446743803851
04015,Arizona,Mohave,35.7041030891727,-113.757964679534,203629,13311.0853740811,15.2977006966314
04017,Arizona,Navajo,35.3996639831384,-110.321412545931,108209,9949.88494015215,10.8754021429262
04019,Arizona,Pima,32.0974299148962,-111.789905718709,1003338,9187.21027033208,109.210301111758
04021,Arizona,Pinal,32.9043969302388,-111.344681591056,397604,5365.84584419979,74.0990351837614
04023,Arizona,Santa Cruz,31.5260312010517,-110.846600658826,46547,1236.9214826654,37.6313295971685
04025,Arizona,Yavapai,34.5999012771725,-112.553912659859,218586,8123.50744415007,26.9078352550054
04027,Arizona,Yuma,32.7694301082438,-113.905597067593,203292,5514.02522459087,36.8681664881364
05001,Arkansas,Arkansas,34.290815288302,-91.3749171644414,18569,988.800869077692,18.7793119734212
05003,Arkansas,Ashley,33.1912166170293,-91.7684630266682,20989,925.34821542972,22.6822720895971
05005,Arkansas,Baxter,36.2872147381421,-92.3369536481037,40992,554.283406856346,73.9549470414219
05007,Arkansas,Benton,36.3387301991844,-94.2562056794089,245231,847.481654041518,289.364376008057
05009,Arkansas,Boone,36.3085968435502,-93.0915400605962,37301,590.33078031366,63.1866086673998
05011,Arkansas,Bradley,33.4664252173498,-92.1623958254125,11096,649.236101054246,17.0908549016021
05013,Arkansas,Calhoun,33.5580367601381,-92.5030500938852,5210,628.564011170368,8.28873417410445
05015,Arkansas,Carroll,36.3410250419993,-93.5382463857737,27690,629.979382723662,43.9538193778416
05017,Arkansas,Chicot,33.2672178533189,-91.2939840753232,11189,644.309824864042,17.3658689782684
05019,Arkansas,Clark,34.0509843164184,-93.17637292882,22684,866.07388272196,26.1917608330447
05021,Arkansas,Clay,36.3682702016516,-90.4175555476246,15202,639.4476149648,23.7736440706512
05023,Arkansas,Cleburne,35.538106674756,-92.0267314995223,25587,553.690253025622,46.2117580365208
05025,Arkansas,Cleveland,33.8983736073835,-92.1851923158862,8421,597.783407604508,14.0870420504734
05027,Arkansas,Columbia,33.2142958999891,-93.2273208531295,24168,766.06715195426,31.5481481464735
05029,Arkansas,Conway,35.2622500871161,-92.7013027388949,21060,552.256504947638,38.1344534855172
05031,Arkansas,Craighead,35.8307971158225,-90.6328394759117,102884,707.27971124309,145.464373379486
05033,Arkansas,Crawford,35.5890913358138,-94.2428293414366,61927,591.177170724144,104.752015244676
05035,Arkansas,Crittenden,35.207948927045,-90.3088439188398,49511,610.329484757316,81.121756750269
05037,Arkansas,Cross,35.2957175959539,-90.7712209944472,17329,616.380332443576,28.1141351984755
05039,Arkansas,Dallas,33.9698171951334,-92.6544504905849,7738,667.386000858734,11.5944895308613
05041,Arkansas,Desha,33.833290662662,-91.2539886628755,12234,768.145018554764,15.9266801248257
05043,Arkansas,Drew,33.5894505585918,-91.7200035153758,18688,828.353520804402,22.5604159705295
05045,Arkansas,Faulkner,35.146988913006,-92.3320498604909,120417,647.91211173621,185.853911076486
05047,Arkansas,Franklin,35.5123257753256,-93.8906448540336,17799,608.857717987596,29.2334308561111
05049,Arkansas,Fulton,36.3816685556085,-91.8182227500915,12186,618.193114538348,19.7122868459967
05051,Arkansas,Garland,34.5766739463167,-93.1504172260916,97119,677.813948308376,143.28268139418
05053,Arkansas,Grant,34.2900054136019,-92.4236172931103,18046,631.81096914414,28.5623404488298
05055,Arkansas,Greene,36.1175728084213,-90.5589848197642,43745,577.688057197028,75.7242588885306
05057,Arkansas,Hempstead,33.7353295296054,-93.6684845709298,22208,727.519965345068,30.5256227428296
05059,Arkansas,Hot Spring,34.3176353515971,-92.9459475877061,33440,615.206993948308,54.3556889452556
05061,Arkansas,Howard,34.0887764547187,-93.9934896288762,13487,588.566256721766,22.9150071822343
05063,Arkansas,Independence,35.74157916131,-91.5697150144517,37030,763.953374006736,48.471544547002
05065,Arkansas,Izard,36.094882304796,-91.9134194255216,13461,580.575715213334,23.1856063684195
05067,Arkansas,Jackson,35.5992805792811,-91.2145581906092,17495,633.936540191152,27.5973995673521
05069,Arkansas,Jefferson,34.2687893239905,-91.9315191999373,72385,870.745145877102,83.1299494952528
05071,Arkansas,Johnson,35.5700749580525,-93.4599019096451,26025,659.889733617132,39.438407167431
05073,Arkansas,Lafayette,33.2409513659268,-93.6070614134059,7127,528.294918302138,13.4905708025834
05075,Arkansas,Lawrence,36.0412620364719,-91.107093151184,16915,587.617090978208,28.7857522521027
05077,Arkansas,Lee,34.7806636934095,-90.7821491820875,9781,602.620955624602,16.2307664688863
05079,Arkansas,Lincoln,33.9574492750934,-91.7333354617301,13935,561.561551178476,24.814733079137
05081,Arkansas,Little River,33.70051747212,-94.2343535031277,12616,532.256161500992,23.7028726251326
05083,Arkansas,Logan,35.2152781991025,-93.7163314349866,21935,708.119260312236,30.9764205401334
05085,Arkansas,Lonoke,34.7542846588607,-91.8886697810108,71279,770.929555676706,92.4585125516854
05087,Arkansas,Madison,36.0109613887179,-93.7245602548557,15761,834.25281534752,18.8923545837056
05089,Arkansas,Marion,36.2683886039476,-92.6842362930242,16404,597.008430619944,27.4769989143467
05091,Arkansas,Miller,33.3120985280613,-93.8915592934458,43666,625.587303747088,69.8000099082146
05093,Arkansas,Mississippi,35.7638367711463,-90.0542095967973,44199,900.575219214936,49.0786322529837
05095,Arkansas,Monroe,34.6778373786508,-91.2039002056354,7542,607.130262504314,12.422375338186
05097,Arkansas,Montgomery,34.5389309518112,-93.6594257708323,9100,779.880374944256,11.6684562047743
05099,Arkansas,Nevada,33.6639635481111,-93.3072016474631,8668,617.836394514446,14.029604077973
05101,Arkansas,Newton,35.919978515674,-93.2178734856521,7988,820.905442181216,9.7307187765441
05103,Arkansas,Ouachita,33.5933633532991,-92.8819426694903,24728,732.783053753952,33.7453218566146
05105,Arkansas,Perry,34.9473774884474,-92.9314544036398,10246,551.562132161002,18.5763296690738
05107,Arkansas,Phillips,34.4282480327346,-90.8480639250114,19929,695.624412717196,28.6490807908176
05109,Arkansas,Pike,34.1636706441815,-93.6564822378582,11017,600.618826792418,18.3427483597806
05111,Arkansas,Poinsett,35.5740283137053,-90.6629962076398,24131,758.360669548248,31.8199518632404
05113,Arkansas,Polk,34.4858696758929,-94.2280724976008,20290,857.68404070276,23.6567302609187
05115,Arkansas,Pope,35.4476333317574,-93.0341595274245,63107,812.554455922888,77.6649485336019
05117,Arkansas,Prairie,34.8298053878833,-91.5527893890706,8334,647.914797847824,12.862802374144
05119,Arkansas,Pulaski,34.7699374134509,-92.3117792779039,391806,758.572268888328,516.504512581489
05121,Arkansas,Randolph,36.3414678747645,-91.0277154059674,17584,652.237683484978,26.9594971974737
05123,Arkansas,St. Francis,35.0220209556272,-90.7477544449679,27023,634.79468624923,42.5696695094741
05125,Arkansas,Saline,34.6465934833437,-92.6765186740944,115577,723.566740326448,159.732328144126
05127,Arkansas,Scott,34.8607805580977,-94.0632448442536,10661,892.300022848698,11.9477751059161
05129,Arkansas,Searcy,35.9109017438968,-92.6995097338282,7938,666.094285034674,11.9172318068857
05131,Arkansas,Sebastian,35.1996634220618,-94.2741851685288,127351,531.895091265856,239.428793555732
05133,Arkansas,Sevier,33.9971814466297,-94.2411845149318,17193,565.126705462998,30.4232658513529
05135,Arkansas,Sharp,36.1611493570975,-91.4798652241863,17027,604.438674033444,28.1699380457874
05137,Arkansas,Stone,35.8598833929609,-92.1567081825378,12503,606.403855993044,20.618272585891
05139,Arkansas,Union,33.17130767156,-92.5972743490475,40334,1039.21481378393,38.811994849398
05141,Arkansas,Van Buren,35.5806518423107,-92.515693519527,16892,709.758813111484,23.7996340277169
05143,Arkansas,Washington,35.9790676620886,-94.2155836716935,219930,942.015268495394,233.467553398871
05145,Arkansas,White,35.2562845277812,-91.7455585916958,78823,1035.09705371463,76.1503471748177
05147,Arkansas,Woodruff,35.186327448288,-91.2430674721897,6873,586.76817468844,11.7133142124646
05149,Arkansas,Yell,35.0026095804533,-93.4112456580797,21716,930.216279407486,23.3451085309239
06001,California,Alameda,37.6469597754318,-121.888767331006,1605217,739.092969318478,2171.87426566942
06003,California,Alpine,38.5972040222543,-119.820679847404,1184,738.340010186566,1.60359723659134
06005,California,Amador,38.4463952649397,-120.651102881223,36963,594.571433560752,62.1674670419954
06007,California,Butte,39.6669453719701,-121.600694376181,223877,1636.46372957899,136.805354101919
06009,California,Calaveras,38.2046028507764,-120.554136049561,44787,1020.01230764907,43.9082937177742
06011,California,Colusa,39.1774889944109,-122.236972647167,21361,1150.72788222321,18.5630333026523
06013,California,Contra Costa,37.9191670693643,-121.927939120675,1107925,722.756231919232,1532.91656449364
06015,California,Del Norte,41.7431353515116,-123.897261985252,27628,1006.22050598413,27.4572023087311
06017,California,El Dorado,38.7787390108896,-120.524674582784,183000,1707.86407436323,107.151384438033
06019,California,Fresno,36.7582014489301,-119.649318251026,963160,5958.78060837103,161.637097134761
06021,California,Glenn,39.5982069138469,-122.392011900266,27976,1313.94540578235,21.291599998664
06023,California,Humboldt,40.6993025442616,-123.87564318425,135182,3567.96571403434,37.8876959126236
06025,California,Imperial,33.0395169656596,-115.365362756509,178807,4176.57793678728,42.8118432616973
06027,California,Inyo,36.5111100801373,-117.410741955864,18326,10180.9338321873,1.8000313431035
06029,California,Kern,35.3428689243354,-118.729927371305,871337,8131.92187546124,107.150193194715
06031,California,Kings,36.0753552087704,-119.815552708012,150261,1389.4202672119,108.146543955
06033,California,Lake,39.0996221027628,-122.753203195302,64076,1256.48721580117,50.9961416194302
06035,California,Lassen,40.6735944017347,-120.594328680414,31945,4541.17844536702,7.03451766635394
06037,California,Los Angeles,34.3589223664316,-118.217048733019,10057155,4058.18338166845,2478.24064467614
06039,California,Madera,37.2179843407527,-119.762688038884,153366,2137.11250838252,71.7631848573455
06041,California,Marin,38.0738660828082,-122.724085765348,259358,520.489162894294,498.296638027549
06043,California,Mariposa,37.5815132460153,-119.905437998504,17645,1448.81704560523,12.1789014379169
06045,California,Mendocino,39.4402321690103,-123.391486028242,87409,3506.35509241036,24.9287358799456
06047,California,Merced,37.1918953152357,-120.71766656778,265001,1935.21090999721,136.936495464663
06049,California,Modoc,41.5898526556218,-120.724959929274,9033,3915.44325065426,2.30701849617936
06051,California,Mono,37.9390920464878,-118.88685440928,14051,3048.98552849002,4.608418068471
06053,California,Monterey,36.2171642713656,-121.239216857037,430201,3280.58105871745,131.135610521445
06055,California,Napa,38.5064901332749,-122.330531353597,140823,748.329752715716,188.183083044538
06057,California,Nevada,39.3013743453952,-120.768463376512,98639,957.76699958832,102.988513952139
06059,California,Orange,33.7029787122117,-117.76109087688,3132211,790.621952662396,3961.70507213008
06061,California,Placer,39.0634682770267,-120.71756048968,370571,1407.084278885,263.360912747634
06063,California,Plumas,40.0046385148289,-120.838549906052,18754,2553.06124819929,7.34569137862535
06065,California,Riverside,33.7436542378953,-115.993827440125,2323892,7206.2875542024,322.481164194566
06067,California,Sacramento,38.4493182775248,-121.34425496619,1479300,964.939792890934,1533.04901600965
06069,California,San Benito,36.605687738987,-121.074974577627,58051,1388.71441175178,41.8019713115616
06071,California,San Bernardino,34.8413860585926,-116.178419507298,2106754,20057.2732502486,105.036909739158
06073,California,San Diego,33.0341418382434,-116.735305013808,3253356,4206.63913232672,773.386044692773
06075,California,San Francisco,37.7551299310926,-122.440883273162,850282,46.894283662074,18131.8901494953
06077,California,San Joaquin,37.9347613818742,-121.271410851838,714860,1392.390607041,513.404784824831
06079,California,San Luis Obispo,35.3870861594811,-120.404526139368,278680,3300.64713139637,84.4319277117338
06081,California,San Mateo,37.4228976655904,-122.329024394902,754748,448.518848160022,1682.75648413937
06083,California,Santa Barbara,34.7248183614413,-120.022284859834,439395,2735.146798889,160.647684496671
06085,California,Santa Clara,37.2317948046182,-121.695141328068,1885056,1291.20617752814,1459.91866582354
06087,California,Santa Cruz,37.0561838210765,-122.001843073204,270931,445.16299204766,608.610789395974
06089,California,Shasta,40.7637177635858,-122.040514414622,179228,3775.37464354831,47.4729045251921
06091,California,Sierra,39.5803292552869,-120.516022916857,2931,953.167917429874,3.07500907909612
06093,California,Siskiyou,41.5926445836349,-122.540379026201,43668,6278.78101237639,6.95485316559441
06095,California,Solano,38.2699778962168,-121.932865211764,429596,821.771831903096,522.767979288268
06097,California,Sonoma,38.5282921130942,-122.887422734841,497776,1575.85121019655,315.877537662908
06099,California,Stanislaus,37.559140069263,-120.997703485602,530561,1496.0073158327,354.651340528159
06101,California,Sutter,39.0345490247904,-121.694846590233,95406,602.417961725898,158.371771861959
06103,California,Tehama,40.1256314049969,-122.234073648875,63015,2949.71132742521,21.363107438383
06105,California,Trinity,40.6507069415958,-123.112653334576,13180,3179.2662626365,4.14561062560079
06107,California,Tulare,36.2201676581113,-118.800496584238,455769,4824.35078037378,94.4726079733132
06109,California,Tuolumne,38.0275935431412,-119.954768012712,53864,2220.92977997277,24.2529054658632
06111,California,Ventura,34.4715950188429,-119.078239706365,843110,1843.01561458388,457.462212109559
06113,California,Yolo,38.6866097702396,-121.901582913292,209671,1014.77515216712,206.618184877934
06115,California,Yuba,39.2690140603318,-121.351275988798,73897,632.037834185096,116.918633668944
08001,Colorado,Adams,39.8736347837771,-104.337781939323,479977,1167.29118157335,411.188748426126
08003,Colorado,Alamosa,37.5729414099764,-105.788376863393,16353,722.576715724842,22.6315070000501
08005,Colorado,Arapahoe,39.6497070870396,-104.33835703739,617668,797.92900907449,774.088913895269
08007,Colorado,Archuleta,37.1935420538485,-107.048295972278,12355,1350.08954103409,9.15124488005202
08009,Colorado,Baca,37.319190859898,-102.560482862574,3648,2554.99160028357,1.42779334366309
08011,Colorado,Bent,37.9551022002009,-103.071732609394,5816,1512.86477008035,3.84436211023085
08013,Colorado,Boulder,40.0926639131351,-105.358116894927,313961,726.339712921286,432.250907412554
08014,Colorado,Broomfield,39.9546152061515,-105.052782882218,62449,33.003418648694,1892.19791636559
08015,Colorado,Chaffee,38.747029423014,-106.194143470668,18507,1013.40797695428,18.2621416259436
08017,Colorado,Cheyenne,38.8279540841918,-102.603523050091,2071,1778.27539918326,1.16461151121541
08019,Colorado,Clear Creek,39.6891861499056,-105.644412589297,9238,395.196503651932,23.3757128786148
08021,Colorado,Conejos,37.2007192893964,-106.191619435593,8213,1287.42763393467,6.37938769024183
08023,Colorado,Costilla,37.2781303615325,-105.428245330261,3590,1227.59288884578,2.92442228414619
08025,Colorado,Crowley,38.3265911528089,-103.784480549739,5537,787.424322694042,7.03178685293346
08027,Colorado,Custer,38.108693787051,-105.367524039569,4375,738.625465047716,5.92316431943945
08029,Colorado,Delta,38.8613610755002,-107.862912914917,30221,1142.08635575429,26.4612214722069
08031,Colorado,Denver,39.7615173244452,-104.87634514822,663303,153.33420464086,4325.86454896734
08033,Colorado,Dolores,37.7517118162651,-108.517391092818,1789,1067.16991248904,1.67639658789422
08035,Colorado,Douglas,39.3297128089567,-104.929569115671,314238,840.263248579134,373.975656475955
08037,Colorado,Eagle,39.6278518475046,-106.695376927959,52894,1684.51471768996,31.400141206564
08039,Colorado,Elbert,39.2865834685217,-104.135956906152,24225,1850.84128358847,13.0886425620633
08041,Colorado,El Paso,38.8321097818637,-104.525470530133,665171,2126.84004498048,312.750835009835
08043,Colorado,Fremont,38.4729665614747,-105.439670319261,46835,1533.08152640071,30.5495821281969
08045,Colorado,Garfield,39.5993215843907,-107.904093679922,57495,2947.53364921058,19.5061386374329
08047,Colorado,Gilpin,39.8575684996554,-105.522526338677,5708,149.895982933246,38.079739618786
08049,Colorado,Grand,40.102636936247,-106.118340868048,14490,1846.44034743202,7.8475321556704
08051,Colorado,Gunnison,38.6667747873872,-107.03163217978,15889,3239.14020402822,4.90531406459045
08053,Colorado,Hinsdale,37.8212908024007,-107.300312326756,856,1117.23033409594,0.766180414079674
08055,Colorado,Huerfano,37.6846831978076,-104.960629457243,6521,1591.03226400058,4.09859695968907
08057,Colorado,Jackson,40.6664521221837,-106.342800578783,1306,1613.72499592144,0.809307659793837
08059,Colorado,Jefferson,39.5864201268531,-105.250535518009,558810,764.212605206148,731.223217456953
08061,Colorado,Kiowa,38.4326818721614,-102.740258511677,1465,1767.80800909771,0.828709900883262
08063,Colorado,Kit Carson,39.3054969363963,-102.602953060781,8174,2160.8205951267,3.78282214563987
08065,Colorado,Lake,39.2024985640442,-106.344781607934,7401,376.918900610944,19.6355236842827
08067,Colorado,La Plata,37.2865597563174,-107.843339607135,53994,1689.78094703862,31.9532541153489
08069,Colorado,Larimer,40.6663926921907,-105.461155919953,325228,2596.18089484792,125.271702232079
08071,Colorado,Las Animas,37.3158000240042,-104.03874959892,14322,4772.9359932601,3.00066877498969
08073,Colorado,Lincoln,38.988092055391,-103.513953345515,5515,2577.67822252638,2.13952228474614
08075,Colorado,Logan,40.7246794672952,-103.11013421135,21862,1838.59764785431,11.8905841229121
08077,Colorado,Mesa,39.018303228672,-108.466444931953,148166,3328.93724076823,44.5084990445201
08079,Colorado,Mineral,37.6689482888306,-106.924132253211,793,875.760062978364,0.905499158414571
08081,Colorado,Moffat,40.6183915234215,-108.207443297347,13034,4743.24140041135,2.74790989951927
08083,Colorado,Montezuma,37.3385684825327,-108.59658691219,26006,2029.27791477866,12.8153959645476
08085,Colorado,Montrose,38.4022261006866,-108.269263727931,40866,2240.94513699569,18.2360555487703
08087,Colorado,Morgan,40.262642484868,-103.809745015699,28288,1280.48469912182,22.0916345344856
08089,Colorado,Otero,37.9025833121553,-103.716493895797,18440,1261.96069041765,14.6121825663977
08091,Colorado,Ouray,38.1554738619069,-107.769275454187,4651,541.592746087598,8.58763348216584
08093,Colorado,Park,39.1193262025734,-105.717122673727,16440,2193.89724458342,7.4935141290638
